DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID0027856,25265-71-8,Dipropylene glycol,C6H14O3,134.094294,134.175,"C*.C*.OCCOCCO |lp:4:2,7:2,10:2,m:1:5.6,3:8.9|",3,575,1,Inactive
DTXSID0029133,99-93-4,4-Hydroxyacetophenone,C8H8O2,136.052429,136.15,CC(=O)C1=CC=C(O)C=C1,2,345,1,Inactive
DTXSID0029210,1118-46-3,Butyltin trichloride,C4H9Cl3Sn,281.879185,282.18,CCCC[Sn](Cl)(Cl)Cl,5,348,1,Inactive
DTXSID0029761,51580-86-0,Sodium dichloroisocyanurate dihydrate,C3H4Cl2N3NaO5,254.94257,255.97,O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,1,347,0,Inactive
DTXSID0029262,4130-42-1,"2,6-Di-tert-butyl-4-ethylphenol",C16H26O,234.198365,234.383,CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,47,364,13,Inactive
DTXSID0029559,78491-02-8,Diazolidinyl urea,C8H14N4O7,278.086249,278.221,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,3,349,1,Inactive
DTXSID0030162,24295-03-2,2-Acetylthiazole,C5H5NOS,127.009185,127.16,CC(=O)C1=NC=CS1,4,316,1,Inactive
DTXSID0032029,114-49-8,Scopolamine hydrobromide,C17H22BrNO4,383.073221,384.27,Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,0,322,0,Inactive
DTXSID0032314,51200-87-4,"4,4-Dimethyl oxazolidine",C5H11NO,101.084064,101.149,CC1(C)COCN1,3,197,2,Inactive
DTXSID0032316,88-04-0,"4-Chloro-3,5-dimethylphenol",C8H9ClO,156.034193,156.61,CC1=CC(O)=CC(C)=C1Cl,50,397,13,Inactive
DTXSID0032493,55219-65-3,Triadimenol,C14H18ClN3O2,295.108754,295.77,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,111,723,15,Inactive
DTXSID0032497,55335-06-3,Triclopyr,C7H4Cl3NO3,254.925676,256.46,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,20,644,3,Inactive
DTXSID0032520,131860-33-8,Azoxystrobin,C22H17N3O5,403.116821,403.394,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,253,836,30,Inactive
DTXSID0032601,94361-06-5,Cyproconazole,C15H18ClN3O,291.11384,291.78,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,99,705,14,Inactive
DTXSID0032572,23031-36-9,Prallethrin,C19H24O3,300.172545,300.398,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,210,782,27,Active
DTXSID0032578,59669-26-0,Thiodicarb,C10H18N4O4S3,354.049019,354.46,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,170,672,25,Inactive
DTXSID0032605,51338-27-3,(+-)-Diclofop-methyl,C16H14Cl2O4,340.026914,341.18,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,54,660,8,Inactive
DTXSID0032651,51707-55-2,Thidiazuron,C9H8N4OS,220.041882,220.25,O=C(NC1=CN=NS1)NC1=CC=CC=C1,149,690,22,Inactive
DTXSID0032655,131983-72-7,Triticonazole,C17H20ClN3O,317.12949,317.82,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,91,755,12,Inactive
DTXSID0034300,135410-20-7,Acetamiprid,C10H11ClN4,222.067224,222.68,CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N,16,702,2,Inactive
DTXSID0034192,10161-33-8,17beta-Trenbolone,C18H22O2,270.16198,270.372,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],180,705,26,Active
DTXSID0034229,104-61-0,gamma-Nonanolactone,C9H16O2,156.11503,156.225,CCCCCC1CCC(=O)O1,0,350,0,Inactive
DTXSID0034223,119168-77-3,Tebufenpyrad,C18H24ClN3O,333.16079,333.86,CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl,302,667,45,Active
DTXSID0034227,119515-38-7,Icaridin,C12H23NO3,229.167794,229.32,CCC(C)OC(=O)N1CCCCC1CCO,11,663,2,Inactive
DTXSID0034518,13684-56-5,Desmedipham,C16H16N2O4,300.111007,300.314,CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1,31,369,8,Inactive
DTXSID0034803,219714-96-2,Penoxsulam,C16H14F5N5O5S,483.063581,483.37,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,42,669,6,Inactive
DTXSID0034851,15165-67-0,Dichlorprop-P,C9H8Cl2O3,233.98505,235.06,C[C@@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,2,201,1,Inactive
DTXSID0034936,74222-97-2,Sulfometuron-methyl,C15H16N4O5S,364.084141,364.38,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(C)=CC(C)=N1,2,321,1,Inactive
DTXSID0034855,79241-46-6,Fuazifop-P-butyl,C19H20F3NO4,383.134443,383.367,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,31,664,5,Inactive
DTXSID0035160,127-41-3,alpha-Ionone,C13H20O,192.151415,192.302,CC(=O)\C=C\C1C(C)=CCCC1(C)C,7,352,2,Inactive
DTXSID0034930,98886-44-3,Fosthiazate,C9H18NO3PS2,283.046573,283.34,CCOP(=O)(SC(C)CC)N1CCSC1=O,32,683,5,Inactive
DTXSID0034722,210631-68-8,Topramezone,C16H17N3O5S,363.088892,363.39,CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O,1,418,0,Inactive
DTXSID0034776,57018-04-9,Tolclofos-methyl,C9H11Cl2O3PS,299.954358,301.12,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,46,432,11,Inactive
DTXSID0035748,51229-78-8,Chloroallyl methenamine chloride,C9H16Cl2N4,250.075202,251.16,[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2,33,350,9,Inactive
DTXSID0035790,67233-85-6,Sodium 2-methoxy-5-nitrophenolate,C7H6NNaO4,191.019452,191.118,[Na+].COC1=C([O-])C=C(C=C1)[N+]([O-])=O,0,192,0,Inactive
DTXSID0036926,335-27-3,"Perfluoro-1,3-dimethylcyclohexane",C8F16,399.974451,400.062,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,0,81,0,Inactive
DTXSID0037495,1007-28-9,Deisopropylatrazine,C5H8ClN5,173.046823,173.6,CCNC1=NC(N)=NC(Cl)=N1,24,716,3,Inactive
DTXSID00379268,356-02-5,3:3 Fluorotelomer carboxylic acid,C6H5F7O2,242.017777,242.093,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F,2,239,1,Inactive
DTXSID0037570,18691-97-9,Methabenzthiazuron,C10H11N3OS,221.062283,221.28,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,21,316,7,Inactive
DTXSID0038839,17420-30-3,2-Amino-5-nitrobenzonitrile,C7H5N3O2,163.038176,163.136,NC1=C(C=C(C=C1)[N+]([O-])=O)C#N,10,303,3,Inactive
DTXSID00379884,54009-81-3,"3-(Perfluoro-3-methylbutyl)-1,2-propenoxide",C8H5F11O,326.016475,326.109,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1,3,238,1,Inactive
DTXSID00379925,52447-23-1,Perfluorononanoyl chloride,C9ClF17O,481.936621,482.52,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,90,239,38,Active
DTXSID0037730,31519-22-9,"1,4-Dihydroxy-2-naphthoic acid",C11H8O4,204.042259,204.181,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,148,381,39,Inactive
DTXSID00380798,330562-44-2,"1H,1H,11H,11H-Perfluorotetraethylene glycol",C8H6F12O5,410.002361,410.112,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,56,253,22,Active
DTXSID0037734,18263-25-7,2-Bromohexadecanoic acid,C16H31BrO2,334.150743,335.326,CCCCCCCCCCCCCCC(Br)C(O)=O,85,322,26,Inactive
DTXSID0038881,633-96-5,C.I. Acid Orange 7,C16H11N2NaO4S,350.033722,350.32,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1,78,361,22,Inactive
DTXSID0038700,97-52-9,2-Methoxy-4-nitroaniline,C7H8N2O3,168.053492,168.152,COC1=CC(=CC=C1N)[N+]([O-])=O,32,369,9,Inactive
DTXSID0039223,116-06-3,Aldicarb,C7H14N2O2S,190.077599,190.26,CNC(=O)ON=CC(C)(C)SC,23,722,3,Inactive
DTXSID0038756,459-57-4,4-Fluorobenzaldehyde,C7H5FO,124.032443,124.114,FC1=CC=C(C=O)C=C1,2,316,1,Inactive
DTXSID0040127,141-86-6,"2,6-Diaminopyridine",C5H7N3,109.063997,109.132,NC1=CC=CC(N)=N1,15,448,3,Inactive
DTXSID0040701,77-93-0,Triethyl citrate,C12H20O7,276.120903,276.285,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,4,575,1,Inactive
DTXSID0040707,33228-44-3,4-Pentylaniline,C11H17N,163.1361,163.264,CCCCCC1=CC=C(N)C=C1,49,601,8,Active
DTXSID0040703,98-73-7,4-tert-Butylbenzoic acid,C11H14O2,178.09938,178.231,CC(C)(C)C1=CC=C(C=C1)C(O)=O,2,321,1,Inactive
DTXSID0040751,35661-60-0,N-(9-Fluorenylmethoxycarbonyl)-L-leucine,C21H23NO4,353.162708,353.418,CC(C)C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(O)=O,24,321,7,Inactive
DTXSID0040755,113776-20-8,Fenoxaprop-(2S)-ethyl,C18H16ClNO5,361.0717,361.78,CCOC(=O)[C@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,22,267,8,Inactive
DTXSID0040674,67-73-2,Fluocinolone acetonide,C24H30F2O6,452.201045,452.495,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,20,319,6,Active
DTXSID0041141,129298-91-5,o-(Chloroacetylcarbamoyl)fumagillol,C19H28ClNO6,401.160515,401.88,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl,103,607,17,Inactive
DTXSID0041220,1469-48-3,"cis-1,2,3,6-Tetrahydrophthalimide",C8H9NO2,151.063329,151.165,O=C1NC(=O)[C@@H]2CC=CC[C@H]12,15,319,5,Inactive
DTXSID0041357,3025-30-7,"Ethyl (2E,4Z)-deca-2,4-dienoate",C12H20O2,196.14633,196.29,CCCCC\C=C/C=C/C(=O)OCC,114,357,32,Active
DTXSID0041224,106-69-4,"1,2,6-Hexanetriol",C6H14O3,134.094294,134.175,OCCCCC(O)CO,5,338,1,Inactive
DTXSID0041197,373-49-9,(Z)-Hexadec-9-enoic acid,C16H30O2,254.22458,254.414,CCCCCC\C=C/CCCCCCCC(O)=O,16,319,5,Inactive
DTXSID0041274,941-69-5,"1-Phenyl-1H-pyrrole-2,5-dione",C10H7NO2,173.047678,173.171,O=C1C=CC(=O)N1C1=CC=CC=C1,151,369,41,Inactive
DTXSID0041270,58430-94-7,"3,5,5-Trimethylhexyl acetate",C11H22O2,186.16198,186.295,CC(CCOC(C)=O)CC(C)(C)C,6,477,1,Inactive
DTXSID0041359,133-53-9,"2,4-Dichloro-3,5-dimethylphenol",C8H8Cl2O,189.99522,191.05,CC1=CC(O)=C(Cl)C(C)=C1Cl,47,319,15,Inactive
DTXSID0041436,75-85-4,2-Methyl-2-butanol,C5H12O,88.088815,88.15,CCC(C)(C)O,0,322,0,Inactive
DTXSID0041484,3681-71-8,(3Z)-3-Hexenyl acetate,C8H14O2,142.09938,142.198,CC\C=C/CCOC(C)=O,1,353,0,Inactive
DTXSID0041513,1121-76-2,4-Chloropyridine 1-oxide,C5H4ClNO,128.998142,129.54,[O-][N+]1=CC=C(Cl)C=C1,0,316,0,Inactive
DTXSID0041517,3658-77-3,"4-Hydroxy-2,5-dimethyl-3(2H)furanone",C6H8O3,128.047344,128.127,CC1OC(C)=C(O)C1=O,1,324,0,Inactive
DTXSID0041519,14979-39-6,4-Methyl-3-heptanol,C8H18O,130.135765,130.231,CCCC(C)C(O)CC,0,316,0,Inactive
DTXSID0041567,141-22-0,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",C18H34O3,298.250795,298.467,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,60,360,17,Inactive
DTXSID0041981,144-49-0,2-Fluoroacetic acid,C2H3FO2,78.011707,78.042,OC(=O)CF,2,353,1,Inactive
DTXSID0041983,77501-90-7,Fluoroglycofen-ethyl,C18H13ClF3NO7,447.033264,447.75,CCOC(=O)COC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,30,316,9,Inactive
DTXSID0042038,5870-93-9,Heptyl butyrate,C11H22O2,186.16198,186.295,CCCCCCCOC(=O)CCC,3,346,1,Inactive
DTXSID0042086,59227-89-3,Laurocapram,C18H35NO,281.271865,281.484,CCCCCCCCCCCCN1CCCCCC1=O,56,352,16,Inactive
DTXSID0041646,6359-90-6,"C.I. Acid Yellow 34, monosodium salt",C16H12ClN4NaO4S,414.016548,414.8,[Na+].CC1=NN(C(=O)C1\N=N\C1=CC=CC=C1)C1=CC(=CC=C1Cl)S([O-])(=O)=O,19,354,5,Inactive
DTXSID0041692,10420-33-4,Dimethyl acetylsuccinate,C8H12O5,188.068473,188.179,COC(=O)CC(C(C)=O)C(=O)OC,0,316,0,Inactive
DTXSID0042169,5116-94-9,Monotridecyl phosphate,C13H29O4P,280.180346,280.345,CCCCCCCCCCCCCOP(O)(O)=O,39,373,10,Inactive
DTXSID0042167,877-24-7,Monopotassium phthalate,C8H5KO4,203.98249,204.222,[K+].OC(=O)C1=C(C=CC=C1)C([O-])=O,2,356,1,Inactive
DTXSID0042242,578-54-1,2-Ethylaniline,C8H11N,121.089149,121.183,CCC1=C(N)C=CC=C1,2,320,1,Inactive
DTXSID0042248,28768-32-3,"4,4'-Methylenebis(N,N-diglycidylaniline)",C25H30N2O4,422.220557,422.525,C(C1CO1)N(CC1CO1)C1=CC=C(CC2=CC=C(C=C2)N(CC2CO2)CC2CO2)C=C1,115,319,36,Active
DTXSID0042325,104-45-0,4-Propylanisole,C10H14O,150.104465,150.221,CCCC1=CC=C(OC)C=C1,0,348,0,Inactive
DTXSID0042379,1112-39-6,Dimethoxydimethylsilane,C4H12O2Si,120.060656,120.223,CO[Si](C)(C)OC,5,354,1,Inactive
DTXSID0042400,1120-01-0,Sodium hexyldecyl sulfate,C16H33NaO4S,344.199725,344.49,[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O,121,615,20,Active
DTXSID0042406,512-42-5,Sodium methyl sulfate,CH3NaO4S,133.964974,134.08,[Na+].COS([O-])(=O)=O,4,345,1,Inactive
DTXSID0042454,589-68-4,"(+/-)-2,3-Dihydroxypropyl tetradecanoate",C17H34O4,302.24571,302.455,CCCCCCCCCCCCCC(=O)OCC(O)CO,9,353,3,Inactive
DTXSID0044236,36443-68-2,Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate,C34H50O8,586.350569,586.766,CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C,33,430,8,Inactive
DTXSID00442840,329710-76-1,2-(Trifluoromethoxy)ethyl trifluoromethanesulfonate,C4H4F6O4S,261.973449,262.12,FC(F)(F)OCCOS(=O)(=O)C(F)(F)F,2,251,1,Inactive
DTXSID0043765,630-60-4,Ouabain,C29H44O12,584.283277,584.659,[H][C@@]1(O[C@H]2C[C@@H](O)[C@]3(CO)[C@@]4([H])[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@]4([H])CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,96,319,30,Inactive
DTXSID0044361,1071-93-8,Hexanedihydrazide,C6H14N4O2,174.111676,174.204,NNC(=O)CCCCC(=O)NN,0,316,0,Inactive
DTXSID0044315,207569-02-6,"1,5-Naphthalenedisulfonic acid, disodium salt hydrate",C10H8Na2O7S2,349.950684,350.27,O.[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC=C2S([O-])(=O)=O,0,316,0,Inactive
DTXSID0044363,110-38-3,Ethyl decanoate,C12H24O2,200.17763,200.322,CCCCCCCCCC(=O)OCC,54,428,13,Inactive
DTXSID0044365,1118-12-3,"(1,1-Dimethylethyl)urea",C5H12N2O,116.094963,116.164,CC(C)(C)NC(N)=O,0,318,0,Inactive
DTXSID0044367,1119-97-7,Tetradonium bromide,C17H38BrN,335.218763,336.402,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,281,454,62,Inactive
DTXSID0044490,59337-93-8,Methyl 3-sulfamoylthiophene-2-carboxylate,C6H7NO4S2,220.98165,221.25,COC(=O)C1=C(C=CS1)S(N)(=O)=O,1,318,0,Inactive
DTXSID0044494,102-20-5,2-Phenylethyl phenylacetate,C16H16O2,240.11503,240.302,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,7,440,2,Inactive
DTXSID0044369,1122-58-3,"N,N-Dimethylpyridin-4-amine",C7H10N2,122.084398,122.171,CN(C)C1=CC=NC=C1,2,318,1,Inactive
DTXSID0044440,5510-99-6,"2,6-Di(butan-2-yl)phenol",C14H22O,206.167065,206.329,CCC(C)C1=CC=CC(C(C)CC)=C1O,29,318,9,Inactive
DTXSID0044446,590-46-5,Betaine hydrochloride,C5H12ClNO2,153.055656,153.61,[Cl-].C[N+](C)(C)CC(O)=O,1,321,0,Inactive
DTXSID0044496,705-86-2,6-Pentyltetrahydro-2H-pyran-2-one,C10H18O2,170.13068,170.252,CCCCCC1CCCC(=O)O1,1,325,0,Inactive
DTXSID0044498,10052-47-8,"N,N-Diethyl-N-methylethanaminium chloride",C7H18ClN,151.112777,151.68,[Cl-].CC[N+](C)(CC)CC,0,316,0,Inactive
DTXSID0044604,17351-75-6,"1,4-Bis[(ethenyloxy)methyl]cyclohexane",C12H20O2,196.14633,196.29,C=COCC1CCC(COC=C)CC1,1,318,0,Inactive
DTXSID0044575,71526-07-3,MON-4660,C10H15Cl2NO2,251.047984,252.14,ClC(Cl)C(=O)N1CCOC11CCCCC1,28,353,8,Inactive
DTXSID0044527,123-81-9,"Ethane-1,2-diyl bis(sulfanylacetate)",C6H10O4S2,210.002051,210.26,SCC(=O)OCCOC(=O)CS,43,318,14,Active
DTXSID0044577,7789-41-5,Calcium bromide,Br2Ca,197.799267,199.886,[Ca++].[Br-].[Br-],0,318,0,Inactive
DTXSID0044571,618-45-1,3-Isopropylphenol,C9H12O,136.088815,136.194,CC(C)C1=CC=CC(O)=C1,10,365,3,Inactive
DTXSID0044573,67874-72-0,2-(2-Methylbutan-2-yl)cyclohexyl acetate,C13H24O2,212.17763,212.333,CCC(C)(C)C1CCCCC1OC(C)=O,13,318,4,Inactive
DTXSID0044860,1824-81-3,6-Methylpyridin-2-amine,C6H8N2,108.068748,108.144,CC1=NC(N)=CC=C1,0,321,0,Inactive
DTXSID0044862,1852-04-6,Undecanedioic acid,C11H20O4,216.136159,216.277,OC(=O)CCCCCCCCCC(O)=O,4,319,1,Inactive
DTXSID0044810,18479-57-7,"2,6-Dimethyloctan-2-ol",C10H22O,158.167065,158.285,CCC(C)CCCC(C)(C)O,2,321,1,Inactive
DTXSID0044812,2517-43-3,3-Methoxybutan-1-ol,C5H12O2,104.08373,104.149,COC(C)CCO,11,320,3,Active
DTXSID0044816,31983-27-4,"(2Z)-3,7-Dimethylocta-2,6-dienenitrile",C10H15N,149.120449,149.237,CC(C)=CCC\C(C)=C/C#N,3,318,1,Inactive
DTXSID0044781,1134-04-9,"2,3,4,5-Tetrachloro-6-(trichloromethyl)pyridine",C6Cl7N,330.785043,334.22,ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl,106,318,33,Inactive
DTXSID0044868,2050-43-3,"N-(2,4-Dimethylphenyl)acetamide",C10H13NO,163.099714,163.22,CC(=O)NC1=CC=C(C)C=C1C,0,318,0,Inactive
DTXSID0044993,80-04-6,"4,4'-Propane-2,2-diyldicyclohexanol",C15H28O2,240.20893,240.387,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,11,331,3,Inactive
DTXSID0044997,88-27-7,"2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol",C17H29NO,263.224915,263.425,CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,51,438,12,Inactive
DTXSID0044999,89-36-1,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",C10H10N2O4S,254.036128,254.26,CC1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O,0,316,0,Inactive
DTXSID0045254,64-85-7,21-Hydroxyprogesterone,C21H30O3,330.219495,330.468,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,60,331,18,Active
DTXSID0046488,143201-11-0,Cerivastatin sodium,C26H33FNNaO5,481.224046,481.54,[Na+].COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(N=C1C(C)C)C(C)C,103,454,23,Inactive
DTXSID0046567,140-39-6,4-Tolyl acetate,C9H10O2,150.06808,150.177,CC(=O)OC1=CC=C(C)C=C1,2,318,1,Inactive
DTXSID0047032,469-61-4,(-)-alpha-Cedrene,C15H24,204.187801,204.357,[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C,10,321,3,Inactive
DTXSID0047034,67674-36-6,"(2E,6Z)-1,1-diethoxynona-2,6-diene",C13H24O2,212.17763,212.333,CCOC(OCC)\C=C\CC\C=C/CC,24,318,8,Active
DTXSID0047038,2785-89-9,4-Ethyl-2-methoxyphenol,C9H12O2,152.08373,152.193,CCC1=CC(OC)=C(O)C=C1,0,318,0,Inactive
DTXSID0047080,4748-78-1,4-Ethylbenzaldehyde,C9H10O,134.073165,134.178,CCC1=CC=C(C=O)C=C1,0,318,0,Inactive
DTXSID0047086,18829-56-6,(E)-2-Nonenal,C9H16O,140.120115,140.226,CCCCCC\C=C\C=O,18,318,6,Inactive
DTXSID0047082,24168-70-5,3-sec-Butyl-2-methoxypyrazine,C9H14N2O,166.110613,166.224,CCC(C)C1=NC=CN=C1OC,0,318,0,Inactive
DTXSID0047163,774-55-0,"6-Acetyl-1,2,3,4-tetrahydronaphthalene",C12H14O,174.104465,174.243,CC(=O)C1=CC2=C(CCCC2)C=C1,3,321,1,Inactive
DTXSID0047165,28940-11-6,Methyl benzodioxepinone,C10H10O3,178.062994,178.187,CC1=CC=C2OCC(=O)COC2=C1,1,318,0,Inactive
DTXSID0047084,1072-83-9,2-Acetylpyrrole,C6H7NO,109.052764,109.128,CC(=O)C1=CC=CN1,0,316,0,Inactive
DTXSID0047113,6790-58-5,(-)-Ambroxide,C16H28O,236.214016,236.399,C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2,80,436,18,Active
DTXSID0047088,472-66-2,beta-Homocyclocitral,C11H18O,166.135765,166.264,CC1=C(CC=O)C(C)(C)CCC1,9,318,3,Inactive
DTXSID0047117,10361-91-8,Ytterbium(III) chloride,Cl3Yb,278.84543,279.4,[Cl-].[Cl-].[Cl-].[Yb+3],1,318,0,Inactive
DTXSID0047115,459-80-3,"3,7-Dimethylocta-2,6-dienoic acid",C10H16O2,168.11503,168.236,CC(C)=CCCC(C)=CC(O)=O,2,318,1,Inactive
DTXSID0047161,55418-52-5,"4-(1,3-Benzodioxol-5-yl)butan-2-one",C11H12O3,192.078644,192.214,CC(=O)CCC1=CC2=C(OCO2)C=C1,1,318,0,Inactive
DTXSID0047111,515-03-7,Sclareol,C20H36O2,308.27153,308.506,C[C@@](O)(CC[C@H]1[C@](C)(O)CC[C@H]2C(C)(C)CCC[C@]12C)C=C,121,321,38,Inactive
DTXSID0047167,79-16-3,N-Methylacetamide,C3H7NO,73.052764,73.095,CNC(C)=O,2,573,0,Inactive
DTXSID0047169,13679-70-4,5-Methyl-2-thiophenecarboxaldehyde,C6H6OS,126.013936,126.17,CC1=CC=C(S1)C=O,21,321,7,Inactive
DTXSID0047246,139340-56-0,Darbufelone mesylate,C19H28N2O5S2,428.143964,428.56,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,317,626,51,Active
DTXSID0047290,402910-27-4,UK-416244,C17H22N2O3S2,366.107185,366.49,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,144,654,22,Active
DTXSID0047248,NOCAS_47248,CI-1018,C24H20N4O2,396.158626,396.45,CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,106,628,17,Inactive
DTXSID0047292,227626-75-7,"3-((1-(Aminomethyl)cyclohexyl)methyl)-1,2,4-oxadiazol-5(2H)-one dihydrochloride",C10H18ClN3O2,247.108755,247.72,Cl.NCC1(CC2=NOC(=O)N2)CCCCC1,4,599,1,Inactive
DTXSID0047325,NOCAS_47325,SB413217A,C30H36ClFN4O2,538.251082,539.09,Cl.CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,106,630,17,Inactive
DTXSID0047294,668981-02-0,CP-863187,C18H14F2N4O,340.113567,340.334,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,111,605,18,Inactive
DTXSID0047375,862243-29-6,AVE9423,C23H12Cl2F2N2O5,504.009133,505.25,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,23,591,4,Inactive
DTXSID0047371,725228-45-5,AVE5638,C25H23FN2O2,402.174356,402.469,NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,404,692,58,Inactive
DTXSID0047296,112733-06-9,Zenarestat,C17H11BrClFN2O4,439.957476,441.64,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,45,598,8,Inactive
DTXSID0047327,313994-79-5,MK-578,C35H47FN4O2,574.368305,574.785,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,90,599,15,Active
