DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID0041567,141-22-0,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",C18H34O3,298.250795,298.467,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,60,360,17,Inactive,18,34,0,3,0
DTXSID0042038,5870-93-9,Heptyl butyrate,C11H22O2,186.16198,186.295,CCCCCCCOC(=O)CCC,3,346,1,Inactive,11,22,0,2,0
DTXSID0042086,59227-89-3,Laurocapram,C18H35NO,281.271865,281.484,CCCCCCCCCCCCN1CCCCCC1=O,56,352,16,Inactive,18,35,1,1,0
DTXSID0041692,10420-33-4,Dimethyl acetylsuccinate,C8H12O5,188.068473,188.179,COC(=O)CC(C(C)=O)C(=O)OC,0,316,0,Inactive,8,12,0,5,0
DTXSID0042242,578-54-1,2-Ethylaniline,C8H11N,121.089149,121.183,CCC1=C(N)C=CC=C1,2,320,1,Inactive,8,11,1,0,0
DTXSID0042248,28768-32-3,"4,4'-Methylenebis(N,N-diglycidylaniline)",C25H30N2O4,422.220557,422.525,C(C1CO1)N(CC1CO1)C1=CC=C(CC2=CC=C(C=C2)N(CC2CO2)CC2CO2)C=C1,115,319,36,Active,25,30,2,4,0
DTXSID0042325,104-45-0,4-Propylanisole,C10H14O,150.104465,150.221,CCCC1=CC=C(OC)C=C1,0,348,0,Inactive,10,14,0,1,0
DTXSID0042454,589-68-4,"(+/-)-2,3-Dihydroxypropyl tetradecanoate",C17H34O4,302.24571,302.455,CCCCCCCCCCCCCC(=O)OCC(O)CO,9,353,3,Inactive,17,34,0,4,0
DTXSID0044236,36443-68-2,Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate,C34H50O8,586.350569,586.766,CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C,33,430,8,Inactive,34,50,0,8,0
DTXSID0043765,630-60-4,Ouabain,C29H44O12,584.283277,584.659,[H][C@@]1(O[C@H]2C[C@@H](O)[C@]3(CO)[C@@]4([H])[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@]4([H])CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,96,319,30,Inactive,29,44,0,12,0
DTXSID0044361,1071-93-8,Hexanedihydrazide,C6H14N4O2,174.111676,174.204,NNC(=O)CCCCC(=O)NN,0,316,0,Inactive,6,14,4,2,0
DTXSID0044363,110-38-3,Ethyl decanoate,C12H24O2,200.17763,200.322,CCCCCCCCCC(=O)OCC,54,428,13,Inactive,12,24,0,2,0
DTXSID0044365,1118-12-3,"(1,1-Dimethylethyl)urea",C5H12N2O,116.094963,116.164,CC(C)(C)NC(N)=O,0,318,0,Inactive,5,12,2,1,0
DTXSID0044490,59337-93-8,Methyl 3-sulfamoylthiophene-2-carboxylate,C6H7NO4S2,220.98165,221.25,COC(=O)C1=C(C=CS1)S(N)(=O)=O,1,318,0,Inactive,6,7,1,4,2
DTXSID0044494,102-20-5,2-Phenylethyl phenylacetate,C16H16O2,240.11503,240.302,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,7,440,2,Inactive,16,16,0,2,0
DTXSID0044369,1122-58-3,"N,N-Dimethylpyridin-4-amine",C7H10N2,122.084398,122.171,CN(C)C1=CC=NC=C1,2,318,1,Inactive,7,10,2,0,0
DTXSID0044440,5510-99-6,"2,6-Di(butan-2-yl)phenol",C14H22O,206.167065,206.329,CCC(C)C1=CC=CC(C(C)CC)=C1O,29,318,9,Inactive,14,22,0,1,0
DTXSID0044496,705-86-2,6-Pentyltetrahydro-2H-pyran-2-one,C10H18O2,170.13068,170.252,CCCCCC1CCCC(=O)O1,1,325,0,Inactive,10,18,0,2,0
DTXSID0044604,17351-75-6,"1,4-Bis[(ethenyloxy)methyl]cyclohexane",C12H20O2,196.14633,196.29,C=COCC1CCC(COC=C)CC1,1,318,0,Inactive,12,20,0,2,0
DTXSID0044527,123-81-9,"Ethane-1,2-diyl bis(sulfanylacetate)",C6H10O4S2,210.002051,210.26,SCC(=O)OCCOC(=O)CS,43,318,14,Active,6,10,0,4,2
DTXSID0044571,618-45-1,3-Isopropylphenol,C9H12O,136.088815,136.194,CC(C)C1=CC=CC(O)=C1,10,365,3,Inactive,9,12,0,1,0
DTXSID0044573,67874-72-0,2-(2-Methylbutan-2-yl)cyclohexyl acetate,C13H24O2,212.17763,212.333,CCC(C)(C)C1CCCCC1OC(C)=O,13,318,4,Inactive,13,24,0,2,0
DTXSID0044860,1824-81-3,6-Methylpyridin-2-amine,C6H8N2,108.068748,108.144,CC1=NC(N)=CC=C1,0,321,0,Inactive,6,8,2,0,0
DTXSID0044862,1852-04-6,Undecanedioic acid,C11H20O4,216.136159,216.277,OC(=O)CCCCCCCCCC(O)=O,4,319,1,Inactive,11,20,0,4,0
DTXSID0044810,18479-57-7,"2,6-Dimethyloctan-2-ol",C10H22O,158.167065,158.285,CCC(C)CCCC(C)(C)O,2,321,1,Inactive,10,22,0,1,0
DTXSID0044812,2517-43-3,3-Methoxybutan-1-ol,C5H12O2,104.08373,104.149,COC(C)CCO,11,320,3,Active,5,12,0,2,0
DTXSID0044816,31983-27-4,"(2Z)-3,7-Dimethylocta-2,6-dienenitrile",C10H15N,149.120449,149.237,CC(C)=CCC\C(C)=C/C#N,3,318,1,Inactive,10,15,1,0,0
DTXSID0044868,2050-43-3,"N-(2,4-Dimethylphenyl)acetamide",C10H13NO,163.099714,163.22,CC(=O)NC1=CC=C(C)C=C1C,0,318,0,Inactive,10,13,1,1,0
DTXSID0044993,80-04-6,"4,4'-Propane-2,2-diyldicyclohexanol",C15H28O2,240.20893,240.387,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,11,331,3,Inactive,15,28,0,2,0
DTXSID0044997,88-27-7,"2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol",C17H29NO,263.224915,263.425,CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,51,438,12,Inactive,17,29,1,1,0
DTXSID0044999,89-36-1,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",C10H10N2O4S,254.036128,254.26,CC1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O,0,316,0,Inactive,10,10,2,4,1
DTXSID0045254,64-85-7,21-Hydroxyprogesterone,C21H30O3,330.219495,330.468,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,60,331,18,Active,21,30,0,3,0
DTXSID0046567,140-39-6,4-Tolyl acetate,C9H10O2,150.06808,150.177,CC(=O)OC1=CC=C(C)C=C1,2,318,1,Inactive,9,10,0,2,0
DTXSID0047032,469-61-4,(-)-alpha-Cedrene,C15H24,204.187801,204.357,[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C,10,321,3,Inactive,15,24,0,0,0
DTXSID0047034,67674-36-6,"(2E,6Z)-1,1-diethoxynona-2,6-diene",C13H24O2,212.17763,212.333,CCOC(OCC)\C=C\CC\C=C/CC,24,318,8,Active,13,24,0,2,0
DTXSID0047038,2785-89-9,4-Ethyl-2-methoxyphenol,C9H12O2,152.08373,152.193,CCC1=CC(OC)=C(O)C=C1,0,318,0,Inactive,9,12,0,2,0
DTXSID0047080,4748-78-1,4-Ethylbenzaldehyde,C9H10O,134.073165,134.178,CCC1=CC=C(C=O)C=C1,0,318,0,Inactive,9,10,0,1,0
DTXSID0047086,18829-56-6,(E)-2-Nonenal,C9H16O,140.120115,140.226,CCCCCC\C=C\C=O,18,318,6,Inactive,9,16,0,1,0
DTXSID0047082,24168-70-5,3-sec-Butyl-2-methoxypyrazine,C9H14N2O,166.110613,166.224,CCC(C)C1=NC=CN=C1OC,0,318,0,Inactive,9,14,2,1,0
DTXSID0047163,774-55-0,"6-Acetyl-1,2,3,4-tetrahydronaphthalene",C12H14O,174.104465,174.243,CC(=O)C1=CC2=C(CCCC2)C=C1,3,321,1,Inactive,12,14,0,1,0
DTXSID0047165,28940-11-6,Methyl benzodioxepinone,C10H10O3,178.062994,178.187,CC1=CC=C2OCC(=O)COC2=C1,1,318,0,Inactive,10,10,0,3,0
DTXSID0047084,1072-83-9,2-Acetylpyrrole,C6H7NO,109.052764,109.128,CC(=O)C1=CC=CN1,0,316,0,Inactive,6,7,1,1,0
DTXSID0047113,6790-58-5,(-)-Ambroxide,C16H28O,236.214016,236.399,C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2,80,436,18,Active,16,28,0,1,0
DTXSID0047088,472-66-2,beta-Homocyclocitral,C11H18O,166.135765,166.264,CC1=C(CC=O)C(C)(C)CCC1,9,318,3,Inactive,11,18,0,1,0
DTXSID0047115,459-80-3,"3,7-Dimethylocta-2,6-dienoic acid",C10H16O2,168.11503,168.236,CC(C)=CCCC(C)=CC(O)=O,2,318,1,Inactive,10,16,0,2,0
DTXSID0047161,55418-52-5,"4-(1,3-Benzodioxol-5-yl)butan-2-one",C11H12O3,192.078644,192.214,CC(=O)CCC1=CC2=C(OCO2)C=C1,1,318,0,Inactive,11,12,0,3,0
DTXSID0047111,515-03-7,Sclareol,C20H36O2,308.27153,308.506,C[C@@](O)(CC[C@H]1[C@](C)(O)CC[C@H]2C(C)(C)CCC[C@]12C)C=C,121,321,38,Inactive,20,36,0,2,0
DTXSID0047167,79-16-3,N-Methylacetamide,C3H7NO,73.052764,73.095,CNC(C)=O,2,573,0,Inactive,3,7,1,1,0
DTXSID0047169,13679-70-4,5-Methyl-2-thiophenecarboxaldehyde,C6H6OS,126.013936,126.17,CC1=CC=C(S1)C=O,21,321,7,Inactive,6,6,0,1,1
DTXSID0047246,139340-56-0,Darbufelone mesylate,C19H28N2O5S2,428.143964,428.56,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,317,626,51,Active,19,28,2,5,2
DTXSID0047290,402910-27-4,UK-416244,C17H22N2O3S2,366.107185,366.49,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,144,654,22,Active,17,22,2,3,2
DTXSID0047248,NOCAS_47248,CI-1018,C24H20N4O2,396.158626,396.45,CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,106,628,17,Inactive,24,20,4,2,0
DTXSID0047400,6379-73-3,5-Isopropyl-2-methylanisole,C11H16O,164.120115,164.248,COC1=CC(=CC=C1C)C(C)C,5,192,3,Inactive,11,16,0,1,0
DTXSID0047406,10402-33-2,Eugenyl phenylacetate,C18H18O3,282.125594,282.339,COC1=CC(CC=C)=CC=C1OC(=O)CC1=CC=CC=C1,7,318,2,Inactive,18,18,0,3,0
DTXSID0047408,2270-60-2,"Methyl 3,7-dimethyloct-6-enoate",C11H20O2,184.14633,184.279,COC(=O)CC(C)CCC=C(C)C,7,318,2,Inactive,11,20,0,2,0
DTXSID0047537,2432-87-3,Dioctyl sebacate,C26H50O4,426.37091,426.682,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,8,577,1,Inactive,26,50,0,4,0
DTXSID0047454,18467-77-1,Diprogulic acid,C12H18O7,274.105253,274.269,CC1(C)O[C@H]2[C@@H]3OC(C)(C)OC[C@@H]3O[C@]2(O1)C(O)=O,2,316,1,Inactive,12,18,0,7,0
DTXSID0047539,22915-73-7,"Hexane-1,6-diyl dibenzoate",C20H22O4,326.151809,326.392,O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,27,575,5,Inactive,20,22,0,4,0
DTXSID0047456,826-62-0,"2-Norbornene-5,6-dicarboxylic anhydride",C9H8O3,164.047344,164.16,O=C1OC(=O)C2C3CC(C=C3)C12,2,573,0,Inactive,9,8,0,3,0
DTXSID0047533,89-04-3,Tri-n-octyl trimellitate,C33H54O6,546.392039,546.789,CCCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC)C(=C1)C(=O)OCCCCCCCC,11,591,2,Inactive,33,54,0,6,0
DTXSID0047581,540-07-8,n-Amyl caproate,C11H22O2,186.16198,186.295,CCCCCOC(=O)CCCCC,0,318,0,Inactive,11,22,0,2,0
DTXSID0047535,82469-79-2,Butyryl-n-trihexylcitrate,C28H50O8,514.350569,514.7,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,8,579,1,Inactive,28,50,0,8,0
DTXSID0047585,41519-23-7,(3Z)-Hex-3-en-1-yl 2-methylpropanoate,C10H18O2,170.13068,170.252,CC\C=C/CCOC(=O)C(C)C,0,318,0,Inactive,10,18,0,2,0
DTXSID0047587,35854-86-5,(6Z)-Non-6-en-1-ol,C9H18O,142.135765,142.242,CC\C=C/CCCCCO,4,318,1,Inactive,9,18,0,1,0
DTXSID0047589,27593-23-3,6-Amyl-alpha-pyrone,C10H14O2,166.09938,166.22,CCCCCC1=CC=CC(=O)O1,4,318,1,Inactive,10,14,0,2,0
DTXSID0047618,108-29-2,4-Pentanolide,C5H8O2,100.052429,100.117,CC1CCC(=O)O1,1,318,0,Inactive,5,8,0,2,0
DTXSID0047741,132-65-0,Dibenzothiophene,C12H8S,184.034671,184.26,S1C2=C(C=CC=C2)C2=C1C=CC=C2,15,460,3,Inactive,12,8,0,0,1
DTXSID0047749,108-87-2,Methylcyclohexane,C7H14,98.10955,98.189,CC1CCCCC1,0,214,0,Inactive,7,14,0,0,0
DTXSID0047610,104-53-0,3-Phenylpropanal,C9H10O,134.073165,134.178,O=CCCC1=CC=CC=C1,8,318,3,Inactive,9,10,0,1,0
DTXSID0047614,105-86-2,Geranyl formate,C11H18O2,182.13068,182.263,CC(C)=CCC\C(C)=C\COC=O,0,318,0,Inactive,11,18,0,2,0
DTXSID0047957,1219-38-1,Octylparaben,C15H22O3,250.156895,250.338,CCCCCCCCOC(=O)C1=CC=C(O)C=C1,146,394,37,Inactive,15,22,0,3,0
DTXSID0048181,769-92-6,4-tert-Butylaniline,C10H15N,149.120449,149.237,CC(C)(C)C1=CC=C(N)C=C1,7,347,2,Inactive,10,15,1,0,0
DTXSID0048183,77756-20-8,(-)-Enterolactone,C18H18O4,298.120509,298.338,OC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(O)=CC=C2)=CC=C1,30,468,6,Inactive,18,18,0,4,0
DTXSID0048187,199584-38-8,1-Methoxy-4-tert-pentylcyclohexane,C12H24O,184.182715,184.323,CCC(C)(C)C1CCC(CC1)OC,5,345,1,Inactive,12,24,0,1,0
DTXSID0048189,1166-52-5,Lauryl gallate,C19H30O5,338.209324,338.444,CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,179,365,49,Inactive,19,30,0,5,0
DTXSID0048210,93-99-2,Phenyl benzoate,C13H10O2,198.06808,198.221,O=C(OC1=CC=CC=C1)C1=CC=CC=C1,6,348,2,Inactive,13,10,0,2,0
DTXSID0048509,NOCAS_48509,PharmaGSID_48509,C25H39N3O2,413.304228,413.606,CCCN(C1CCN(CC1)C(=O)C1CCNCC1)[C@@H]1CCC2=C(C1)C=C(OC)C=C2,153,627,24,Active,25,39,3,2,0
DTXSID0051493,452-58-4,"2,3-Diaminopyridine",C5H7N3,109.063997,109.132,NC1=CC=CN=C1N,9,209,4,Inactive,5,7,3,0,0
DTXSID0051499,100-43-6,4-Vinylpyridine,C7H7N,105.057849,105.14,C=CC1=CC=NC=C1,33,196,17,Inactive,7,7,1,0,0
DTXSID0051574,111-31-9,1-Hexanethiol,C6H14S,118.081622,118.24,CCCCCCS,5,207,2,Inactive,6,14,0,0,1
DTXSID0051732,1470-94-6,Indan-5-ol,C9H10O,134.073165,134.178,OC1=CC2=C(CCC2)C=C1,5,211,2,Inactive,9,10,0,1,0
DTXSID0051736,1489-69-6,Cyclopropanecarboxaldehyde,C4H6O,70.041865,70.091,O=CC1CC1,2,195,1,Inactive,4,6,0,1,0
DTXSID0051782,16867-04-2,3-Hydroxy-2-pyridone,C5H5NO2,111.032028,111.1,OC1=CC=CNC1=O,14,209,7,Inactive,5,5,1,2,0
DTXSID90329252,7032-68-0,"N,N-Dimethylacrylamide",C14H19NO3,99.068414,249.31,COC(=O)CC(N1CCOCC1)C1=CC=CC=C1,1,208,0,Inactive,14,19,1,3,0
DTXSID0051996,3120-74-9,3-Methyl-4-(methylthio)phenol,C8H10OS,154.045236,154.23,CSC1=C(C)C=C(O)C=C1,35,217,16,Inactive,8,10,0,1,1
DTXSID0052621,93-16-3,4-Prop-1-enylveratrole,C11H14O2,178.09938,178.231,COC1=C(OC)C=C(C=CC)C=C1,6,213,3,Inactive,11,14,0,2,0
DTXSID0052629,93-53-8,Hydratropaldehyde,C9H10O,134.073165,134.178,CC(C=O)C1=CC=CC=C1,5,200,3,Inactive,9,10,0,1,0
DTXSID0052594,87-41-2,Phthalide,C8H6O2,134.036779,134.134,O=C1OCC2=CC=CC=C12,1,198,1,Inactive,8,6,0,2,0
DTXSID0052596,874-90-8,4-Anisonitrile,C8H7NO,133.052764,133.15,COC1=CC=C(C=C1)C#N,2,195,1,Inactive,8,7,1,1,0
DTXSID0052839,35045-02-4,Metribuzin-DA,C8H13N3OS,199.077933,199.27,CSC1=NN=C(C(=O)N1)C(C)(C)C,2,196,1,Inactive,8,13,3,1,1
DTXSID1020063,121-88-0,2-Amino-5-nitrophenol,C6H6N2O3,154.037842,154.125,NC1=C(O)C=C(C=C1)[N+]([O-])=O,43,433,10,Inactive,6,6,2,3,0
DTXSID00872663,33171-05-0,Bisdemethoxycurcumin,C19H16O4,308.104859,308.333,OC1=CC=C(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2)C=C1,101,229,44,Active,19,16,0,4,0
DTXSID1020069,97-56-3,o-Aminoazotoluene,C14H15N3,225.126597,225.295,CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,308,646,48,Inactive,14,15,3,0,0
DTXSID1020142,91-76-9,"6-Phenyl-1,3,5-triazine-2,4-diamine",C9H9N5,187.085795,187.206,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,7,444,2,Inactive,9,9,5,0,0
DTXSID1020144,119-53-9,Benzoin,C14H12O2,212.08373,212.248,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,3,349,1,Inactive,14,12,0,2,0
DTXSID1020350,120-71-8,2-Methoxy-5-methylaniline,C8H11NO,137.084064,137.182,COC1=CC=C(C)C=C1N,15,596,3,Inactive,8,11,1,1,0
DTXSID1020352,135-20-6,Cupferron,C6H9N3O2,155.069477,155.157,[NH4+].[O-]N(N=O)C1=CC=CC=C1,23,357,6,Inactive,6,9,3,2,0
DTXSID1020221,98-54-4,"4-(1,1-Dimethylethyl)phenol",C10H14O,150.104465,150.221,CC(C)(C)C1=CC=C(O)C=C1,60,635,9,Active,10,14,0,1,0
DTXSID1020223,3068-88-0,beta-Butyrolactone,C4H6O2,86.036779,86.09,CC1CC(=O)O1,1,326,0,Inactive,4,6,0,2,0
DTXSID1020354,461-58-5,Cyanoguanidine,C2H4N4,84.043596,84.082,NC(=N)NC#N,0,347,0,Inactive,2,4,4,0,0
DTXSID1020510,57-97-6,"7,12-Dimethylbenz(a)anthracene",C20H16,256.125201,256.348,CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,349,702,50,Inactive,20,16,0,0,0
DTXSID1020516,57-14-7,"1,1-Dimethylhydrazine",C2H8N2,60.068748,60.1,CN(C)N,4,352,1,Inactive,2,8,2,0,0
DTXSID1020647,98-01-1,Furfural,C5H4O2,96.021129,96.085,O=CC1=CC=CO1,10,586,2,Inactive,5,4,0,2,0
DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",C15H24O2,236.17763,236.355,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,95,316,30,Inactive,15,24,0,2,0
DTXSID1020699,136-77-6,4-Hexylresorcinol,C12H18O2,194.13068,194.274,CCCCCCC1=C(O)C=C(O)C=C1,241,645,37,Inactive,12,18,0,2,0
DTXSID1020778,5989-27-5,D-Limonene,C10H16,136.125201,136.238,CC(=C)[C@@H]1CCC(C)=CC1,1,322,0,Inactive,10,16,0,0,0
DTXSID1020728,109-84-2,2-Hydroxyethylhydrazine,C2H8N2O,76.063663,76.099,NNCCO,0,316,0,Inactive,2,8,2,1,0
DTXSID1020803,71125-38-7,Meloxicam,C14H13N3O4S2,351.034748,351.4,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O,20,319,6,Inactive,14,13,3,4,2
DTXSID1020805,89-78-1,dl-Menthol,C10H20O,156.151415,156.269,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,2,350,1,Inactive,10,20,0,1,0
DTXSID1020807,149-30-4,2-Mercaptobenzothiazole,C7H5NS2,166.986342,167.24,SC1=NC2=C(S1)C=CC=C2,82,620,13,Inactive,7,5,1,0,2
DTXSID1021039,20917-49-1,Nitrosoheptamethyleneimine,C7H14N2O,142.110613,142.202,O=NN1CCCCCCC1,2,318,1,Inactive,7,14,2,1,0
DTXSID1020980,108-03-2,1-Nitropropane,C3H7NO2,89.047678,89.094,CCC[N+]([O-])=O,12,325,4,Inactive,3,7,1,2,0
DTXSID1021031,156-10-5,4-Nitrosodiphenylamine,C12H10N2O,198.079313,198.225,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,176,362,49,Active,12,10,2,1,0
DTXSID1020930,54-11-5,(-)-Nicotine,C10H14N2,162.115698,162.236,CN1CCC[C@H]1C1=CN=CC=C1,13,678,2,Inactive,10,14,2,0,0
DTXSID1020932,59-67-6,Nicotinic acid,C6H5NO2,123.032028,123.111,OC(=O)C1=CC=CN=C1,1,594,0,Inactive,6,5,1,2,0
DTXSID1021116,62-44-2,Phenacetin,C10H13NO2,179.094629,179.219,CCOC1=CC=C(NC(C)=O)C=C1,1,327,0,Inactive,10,13,1,2,0
DTXSID1021164,110-85-0,Piperazine,C4H10N2,86.084398,86.138,C1CNCCN1,9,569,2,Inactive,4,10,2,0,0
DTXSID1021166,51-03-6,Piperonyl butoxide,C19H30O5,338.209324,338.444,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,117,705,17,Inactive,19,30,0,5,0
DTXSID1021322,97-77-8,Tetraethylthiuram disulfide,C10H20N2S4,296.050933,296.52,CCN(CC)C(=S)SSC(=S)N(CC)CC,313,757,41,Active,10,20,2,0,4
DTXSID1021372,6264-66-0,"3,4,4'-Triaminodiphenyl ether",C12H13N3O,215.105862,215.256,NC1=CC=C(OC2=CC=C(N)C(N)=C2)C=C1,55,319,17,Inactive,12,13,3,1,0
DTXSID1021241,79-81-2,Retinol palmitate,C36H60O2,524.459331,524.874,CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,41,436,9,Inactive,36,60,0,2,0
DTXSID1021328,109-99-9,Tetrahydrofuran,C4H8O,72.057515,72.107,C1CCOC1,1,320,0,Inactive,4,8,0,1,0
DTXSID1021405,81-15-2,Musk Xylene,C12H15N3O6,297.096085,297.267,CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,67,425,16,Inactive,12,15,3,6,0
DTXSID1021586,689-67-8,"6,10-Dimethyl-5,9-undecadiene-2-one",C13H22O,194.167065,194.318,CC(C)=CCCC(C)=CCCC(C)=O,24,427,6,Inactive,13,22,0,1,0
DTXSID1021617,99-04-7,3-Methylbenzoic acid,C8H8O2,136.052429,136.15,CC1=CC=CC(=C1)C(O)=O,6,318,2,Inactive,8,8,0,2,0
DTXSID1021740,71-36-3,1-Butanol,C4H10O,74.073165,74.123,CCCCO,1,327,0,Inactive,4,10,0,1,0
DTXSID1021790,88-75-5,2-Nitrophenol,C6H5NO3,139.026943,139.11,OC1=C(C=CC=C1)[N+]([O-])=O,2,351,1,Inactive,6,5,1,3,0
DTXSID1021792,90-02-8,Salicylaldehyde,C7H6O2,122.036779,122.123,OC1=CC=CC=C1C=O,5,347,1,Inactive,7,6,0,2,0
DTXSID1021798,91-22-5,Quinoline,C9H7N,129.057849,129.162,C1=CC2=C(C=C1)N=CC=C2,15,581,3,Inactive,9,7,1,0,0
DTXSID1021821,96-29-7,2-Butanone oxime,C4H9NO,87.068414,87.122,CCC(C)=NO,4,558,1,Inactive,4,9,1,1,0
DTXSID1021956,117-84-0,Di-n-octyl phthalate,C24H38O4,390.27701,390.564,CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,15,599,3,Inactive,24,38,0,4,0
DTXSID1022003,141-93-5,"1,3-Diethylbenzene",C10H14,134.10955,134.222,CCC1=CC(CC)=CC=C1,1,197,1,Inactive,10,14,0,0,0
DTXSID1022001,141-78-6,Ethyl acetate,C4H8O2,88.052429,88.106,CCOC(C)=O,4,320,1,Inactive,4,8,0,2,0
DTXSID1022051,529-20-4,2-Tolualdehyde,C8H8O,120.057515,120.151,CC1=C(C=O)C=CC=C1,4,316,1,Inactive,8,8,0,1,0
DTXSID1022009,143-16-8,Dihexylamine,C12H27N,185.21435,185.355,CCCCCCNCCCCCC,6,318,2,Inactive,12,27,1,0,0
DTXSID1021904,109-73-9,Butylamine,C4H11N,73.089149,73.139,CCCCN,1,321,0,Inactive,4,11,1,0,0
DTXSID1022138,928-97-2,trans-Hex-3-en-1-ol,C6H12O,100.088815,100.161,CC\C=C\CCO,4,316,1,Inactive,6,12,0,1,0
DTXSID1022053,534-52-1,"4,6-Dinitro-o-cresol",C7H6N2O5,198.027671,198.134,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,222,629,35,Inactive,7,6,2,5,0
DTXSID1022055,540-88-5,tert-Butyl acetate,C6H12O2,116.08373,116.16,CC(=O)OC(C)(C)C,1,347,0,Inactive,6,12,0,2,0
DTXSID1022396,480-40-0,Chrysin,C15H10O4,254.057909,254.241,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,119,411,29,Active,15,10,0,4,0
DTXSID1022421,73-31-4,Melatonin,C13H16N2O2,232.121178,232.283,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,7,364,2,Inactive,13,16,2,2,0
DTXSID1022217,4460-86-0,"2,4,5-Trimethoxybenzaldehyde",C10H12O4,196.073559,196.202,COC1=CC(OC)=C(C=O)C=C1OC,6,319,2,Inactive,10,12,0,4,0
DTXSID1022180,2216-51-5,"(1R,2S,5R)-(-)-Menthol",C10H20O,156.151415,156.269,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,2,328,1,Inactive,10,20,0,1,0
DTXSID1022188,2437-25-4,n-Undecyl cyanide,C12H23N,181.18305,181.323,CCCCCCCCCCCC#N,85,431,20,Inactive,12,23,1,0,0
DTXSID1022479,90-00-6,2-Ethylphenol,C8H10O,122.073165,122.167,CCC1=C(O)C=CC=C1,13,350,4,Inactive,8,10,0,1,0
DTXSID1022508,104-43-8,4-Dodecylphenol,C18H30O,262.229666,262.437,CCCCCCCCCCCCC1=CC=C(O)C=C1,189,395,48,Inactive,18,30,0,1,0
DTXSID1022267,16752-77-5,Methomyl,C5H10N2O2S,162.046299,162.21,CNC(=O)ON=C(C)SC,9,659,1,Inactive,5,10,2,2,1
